"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ALSK","Alaska Communications Systems Group, Inc.","2.7","$144.61M","1999","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/alsk",
"AIN","Albany International Corporation","56.94","$1.84B","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","78.56","$8.35B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/alb",
"ALAC","Alberton Acquisition Corporation","10.71","$157.33M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alac",
"ALACR","Alberton Acquisition Corporation","0.2798","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacr",
"ALACU","Alberton Acquisition Corporation","10.6863","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacu",
"ALACW","Alberton Acquisition Corporation","0.23","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacw",
"ACI","Albertsons Companies, Inc.","15.81","$7.57B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/aci",
"ALBO","Albireo Pharma, Inc.","25.95","$388.72M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/albo",
"AA","Alcoa Corporation","10.97","$2.04B","2016","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/aa",
"ALC","Alcon Inc.","58.78","$28.7B","2019","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/alc",
"ALDX","Aldeyra Therapeutics, Inc.","4.17","$124.23M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aldx",
"ALEC","Alector, Inc.","23.81","$1.88B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alec",
"ALRS","Alerus Financial Corporation","19.49","$333.39M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/alrs",
"ALEX","Alexander & Baldwin, Inc.","12.29","$888.65M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","243.68","$1.24B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","165.04","$20.83B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/are",
"AXU","Alexco Resource Corp","2.27","$283.05M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/axu",
"ALXN","Alexion Pharmaceuticals, Inc.","112.3","$24.8B","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alxn",
"AQN","Algonquin Power & Utilities Corp.","13.05","$6.88B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqn",
"AQNA","Algonquin Power & Utilities Corp.","26.25","n/a","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqna",
"AQNB","Algonquin Power & Utilities Corp.","26.45","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqnb",
"BABA","Alibaba Group Holding Limited","223.6","$599.86B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/baba",
"ALCO","Alico, Inc.","32","$239.56M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/alco",
"ALIT","Alight Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alit",
"ALGN","Align Technology, Inc.","279.93","$22.05B","2001","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","5.76","$28.98M","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alim",
"ALYA","Alithya Group inc.","1.63","$94.67M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/alya",
"ALJJ","ALJ Regional Holdings, Inc.","0.63","$26.57M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","19.59","$3.11B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","66.9","$3.26B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/allk",
"Y","Alleghany Corporation","491.02","$7.03B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","10.19","$1.29B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","23.81","$485.79M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","109.22","$1.77B","2006","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","102.39","$9.44B","2013","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/alle",
"ALNA","Allena Pharmaceuticals, Inc.","1.54","$49.59M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alna",
"ALE","Allete, Inc.","55.94","$2.9B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ale",
"ADS","Alliance Data Systems Corporation","43.7","$2.08B","2001","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","13.54","$389.21M","2002","n/a","n/a","https://old.nasdaq.com/symbol/afb",
"ARLP","Alliance Resource Partners, L.P.","3.27","$415.93M","1999","Energy","Coal Mining","https://old.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","10.27","$885.58M","1993","n/a","n/a","https://old.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","26.67","$2.61B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","49.42","$12.33B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/lnt",
"AIO","AllianzGI Artificial Intelligence & Tech Opp Fd","19.98","$685.78M","2019","n/a","n/a","https://old.nasdaq.com/symbol/aio",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","8.9","$162.49M","2017","n/a","n/a","https://old.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","4.48","$404.87M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncv",
"NCV^A","AllianzGI Convertible & Income Fund","25.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncv^a",
"NCZ","AllianzGI Convertible & Income Fund II","4","$304.46M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncz",
"NCZ^A","AllianzGI Convertible & Income Fund II","25.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncz^a",
"ACV","AllianzGI Diversified Income & Convertible Fund","23.77","$246.11M","2015","n/a","n/a","https://old.nasdaq.com/symbol/acv",
"NFJ","AllianzGI Dividend, Interest & Premium Strategy Fu","11.27","$1.07B","2005","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nfj",
"NIE","AllianzGI Equity & Convertible Income Fund","22.67","$628.16M","2007","n/a","n/a","https://old.nasdaq.com/symbol/nie",
"AESE","Allied Esports Entertainment, Inc.","2.15","$60.99M","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/aese",
"AHPI","Allied Healthcare Products, Inc.","11.45","$45.95M","1992","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","33.91","$330.1M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/amot",
"ALSN","Allison Transmission Holdings, Inc.","36.13","$4.09B","2012","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alsn",
"ALLO","Allogene Therapeutics, Inc.","44.96","$6.24B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/allo",
"ALLT","Allot Ltd.","10.42","$361.58M","2006","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","6.64","$1.08B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","94.09","$29.56B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/all",
"ALL^B","Allstate Corporation (The)","25.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^b",
"ALL^G","Allstate Corporation (The)","26.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^g",
"ALL^H","Allstate Corporation (The)","25.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^h",
"ALL^I","Allstate Corporation (The)","25.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^i",
"ALLY","Ally Financial Inc.","19.46","$7.26B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","22.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ally^a",
"AAU","Almaden Minerals, Ltd.","0.495","$58.03M","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aau",
"ALNY","Alnylam Pharmaceuticals, Inc.","149.87","$17.21B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","10.33","$259.06M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/aosl",
"APT","Alpha Pro Tech, Ltd.","17.19","$233.4M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/apt",
"GOOG","Alphabet Inc.","1464.7","$999.83B","2004","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1469.93","$1003.4B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","19.81","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","4.96","$317.68M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","10.18","$189.22M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alpn",
"PINE","Alpine Income Property Trust, Inc.","15.21","$113.34M","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pine",
"ALTG","Alta Equipment Group Inc.","7.52","$221.93M","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/altg",
"ALTG.WS","Alta Equipment Group Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/altg.ws",
"ALTA","Altabancorp","21.49","$403.75M","2015","n/a","n/a","https://old.nasdaq.com/symbol/alta",
"ALTR","Altair Engineering Inc.","39.4","$2.87B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/altr",
"ALIN^A","Altera Infrastructure L.P.","14.9706","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^a",
"ALIN^B","Altera Infrastructure L.P.","15.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^b",
"ALIN^E","Altera Infrastructure L.P.","16.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^e",
"ATHE","Alterity Therapeutics Limited","1.6","$23.27M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/athe",
"AYX","Alteryx, Inc.","173.92","$11.47B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","23.45","$13.92B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/atus",
"ALT","Altimmune, Inc.","10.42","$225.19M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alt",
"AAMC","Altisource Asset Management Corp","17.4","$28.3M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/aamc",
"ASPS","Altisource Portfolio Solutions S.A.","14.54","$226.39M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","30.64","$1.98B","2006","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aimc",
"MO","Altria Group","39.4","$73.22B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/mo",
"ALTM","Altus Midstream Company","11.25","$182.77M","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/altm",
"ACH","Aluminum Corporation of China Limited","4.86","$3.31B","2001","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/ach",
"ALUS","Alussa Energy Acquisition Corp.","9.94","$357.22M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/alus",
"ALUS.U","Alussa Energy Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/alus.u",
"ALUS.WS","Alussa Energy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alus.ws",
"AMAG","AMAG Pharmaceuticals, Inc.","8.045","$275.72M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amag",
"AMAL","Amalgamated Bank","11.62","$360.22M","2018","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/amal",
"AMRN","Amarin Corporation plc","6.92","$2.67B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","19.05","$133.95M","n/a","Basic Industries","Other Specialty Stores","https://old.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","2890.3","$1441.61B","1997","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","13.83","$633.12M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBC","Ambac Financial Group, Inc.","13.83","$633.12M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBC.WS","Ambac Financial Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ambc.ws",
"AMBA","Ambarella, Inc.","45.21","$1.55B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/amba",
"ABEV","Ambev S.A.","2.66","$41.85B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/abev",
"AMBO","Ambow Education Holding Ltd.","1.77","$38.15M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ambo",
"AMC","AMC Entertainment Holdings, Inc.","4.53","$472.57M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/amc",
"AMCX","AMC Networks Inc.","23.16","$1.21B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/amcx",
"AMCI","AMCI Acquisition Corp.","10.24","$282.27M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amci",
"AMCIU","AMCI Acquisition Corp.","10.55","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciu",
"AMCIW","AMCI Acquisition Corp.","0.5473","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciw",
"DIT","AMCON Distributing Company","59.8199","$33.83M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dit",
"AMCR","Amcor plc","10.6","$16.69B","2019","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/amcr",
"DOX","Amdocs Limited","60.02","$8.01B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dox",
"AMED","Amedisys Inc","204.14","$6.61B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/amed",
"AMTB","Amerant Bancorp Inc.","14.27","$601.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtb",
"AMTBB","Amerant Bancorp Inc.","10.64","$448.64M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtbb",
"UHAL","Amerco","300.3","$5.89B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/uhal",
"AEE","Ameren Corporation","73.23","$18.08B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","28.2","$1.34B","2010","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/amrc",
"AMRH","Ameri Holdings, Inc.","1.56","$7.07M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.09","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","4","$242.18M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","12.89","$55.79B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AMOV","America Movil, S.A.B. de C.V.","12.89","$55.79B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","13.05","$56.48B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/amx",
"AAL","American Airlines Group, Inc.","12.5","$6.35B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/aal",
"AAT","American Assets Trust, Inc.","28.09","$1.69B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","7.31","$826.66M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","36.06","$4.96B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/acc",
"AEO","American Eagle Outfitters, Inc.","11.02","$1.82B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","82.52","$40.9B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aep",
"AEP^B","American Electric Power Company, Inc.","49.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aep^b",
"AEL","American Equity Investment Life Holding Company","22.82","$2.09B","2003","Finance","Life Insurance","https://old.nasdaq.com/symbol/ael",
